0,1,2,3,4,5,6,7,8,9,10,11
2026/03/04,01:00,0.0,,36172,,10.65,,0.0,,31.3,
2026/03/04,01:10,0.0,,36204,,10.93,,0.0,,31.3,
2026/03/04,01:20,0.0,,36216,,11.22,,0.0,,31.4,
2026/03/04,01:30,0.6,,36216,,10.79,,0.0,,31.4,
2026/03/04,01:40,0.0,,36247,,10.36,,0.0,,31.4,
2026/03/04,01:50,0.6,,36247,,11.08,,0.0,,31.4,
2026/03/04,02:00,0.6,,36260,,11.22,,0.0,,31.4,
2026/03/04,02:10,0.4,,36260,,11.22,,0.0,,31.4,
2026/03/04,02:20,0.6,,36260,,10.79,,0.0,,31.4,
2026/03/04,02:30,0.6,,36291,,11.08,,0.0,,31.4,
2026/03/04,02:40,0.0,,36303,,11.51,,0.0,,31.4,
2026/03/04,02:50,0.6,,36303,,11.51,,0.0,,31.4,
2026/03/04,03:00,0.6,,36303,,11.22,,0.0,,31.4,
2026/03/04,03:10,0.0,,36346,,11.51,,0.0,,31.5,
2026/03/04,03:20,0.0,,36346,,10.93,,0.0,,31.5,
2026/03/04,03:30,0.0,,36346,,11.51,,0.0,,31.5,
2026/03/04,03:40,0.6,,36346,,11.37,,0.0,,31.5,
2026/03/04,03:50,0.0,,36377,,11.22,,0.0,,31.5,
2026/03/04,04:00,0.0,,36390,,11.65,,0.0,,31.5,
2026/03/04,04:10,0.0,,36390,,11.51,,0.0,,31.5,
2026/03/04,04:20,0.0,,36390,,11.8,,0.0,,31.5,
2026/03/04,04:30,0.0,,36390,,11.51,,0.0,,31.5,
2026/03/04,04:40,0.0,,36402,,11.22,,0.0,,31.5,
2026/03/04,04:50,0.0,,36402,,10.5,,0.0,,31.5,
2026/03/04,05:00,0.0,,36433,,11.65,,0.0,,31.5,
2026/03/04,05:10,0.0,,36433,,11.37,,0.0,,31.5,
2026/03/04,05:20,0.0,,36433,,11.37,,0.0,,31.5,
2026/03/04,05:30,0.0,,36445,,10.93,,0.0,,31.6,
2026/03/04,05:40,0.0,,36476,,10.36,,0.0,,31.6,
2026/03/04,05:50,0.0,,36476,,11.65,,0.0,,31.6,
2026/03/04,06:00,0.0,,36476,,11.51,,0.0,,31.6,
2026/03/04,06:10,0.0,,36476,,11.08,,0.0,,31.6,
2026/03/04,06:20,0.0,,36476,,11.22,,0.0,,31.6,
2026/03/04,06:30,0.0,,36489,,10.21,,0.0,,31.6,
2026/03/04,06:40,0.0,,36489,,10.36,,0.0,,31.6,
2026/03/04,06:50,0.0,,36520,,11.51,,0.0,,31.6,
2026/03/04,07:00,0.0,,36520,,10.93,,0.0,,31.6,
2026/03/04,07:10,0.4,,36532,,10.65,,0.0,,31.6,
2026/03/04,07:20,0.0,,36532,,10.36,,0.0,,31.6,
2026/03/04,07:30,0.0,,36563,,10.5,,0.0,,31.7,
2026/03/04,07:40,0.4,,36563,,11.22,,0.0,,31.7,
2026/03/04,07:50,0.0,,36563,,10.5,,0.0,,31.7,
2026/03/04,08:00,0.0,,36575,,10.21,,0.0,,31.7,
2026/03/04,08:10,0.0,,36575,,10.07,,0.0,,31.7,
2026/03/04,08:20,0.4,,36606,,10.21,,0.0,,31.7,
2026/03/04,08:30,0.0,,36606,,9.64,,0.0,,31.7,
2026/03/04,08:40,0.0,,36588,,9.93,,0.0,,31.7,
2026/03/04,08:50,0.0,,36619,,9.93,,0.0,,31.7,
2026/03/04,09:00,0.4,,36619,,10.07,,0.0,,31.7,
2026/03/04,09:10,0.0,,36631,,9.21,,0.0,,31.7,
2026/03/04,09:20,0.0,,36662,,9.49,,0.0,,31.7,
2026/03/04,09:30,0.4,,36662,,9.64,,0.0,,31.7,
2026/03/04,09:40,0.0,,36662,,10.07,,0.0,,31.7,
2026/03/04,09:50,0.0,,36662,,9.93,,0.0,,31.7,
